part,event,ID,mother,daughter1,daughter2,Px,Py,Pz,E,X,Y,Z,T,i1,i2,i3
4514,8,-421,6,10,11,-0.3187,0.6709,1.4199,2.4587,0.6393,0.042,0.1037,0.7095,55,0,169
4515,9,-211,6,25,25,-0.0398,0.0602,0.0641,0.1697,0.6393,0.042,0.1037,0.7095,55,0,169
4516,10,313,8,12,14,-0.5135,0.6813,0.2379,1.2532,0.6147,0.0938,0.2134,0.8994,55,0,169
4517,11,111,8,15,16,0.1948,-0.0104,1.182,1.2055,0.6147,0.0938,0.2134,0.8994,55,0,169
4518,12,321,10,26,26,-0.6088,0.3794,0.1213,0.8792,0.6147,0.0938,0.2134,0.8994,55,0,169
4519,13,-211,10,27,29,0.0946,0.2855,0.0915,0.344,0.6147,0.0938,0.2134,0.8994,55,0,169
4520,14,22,10,-1,-1,0.0007,0.0163,0.0252,0.03,0.6147,0.0938,0.2134,0.8994,55,0,169
4521,15,22,11,30,31,0.0746,-0.0116,0.8336,0.837,0.6147,0.0938,0.2134,0.8994,55,0,169
4522,16,22,11,-1,-1,0.1202,0.0012,0.3484,0.3686,0.6147,0.0938,0.2134,0.8994,55,0,169
4523,17,333,2,19,20,0.7452,1.8961,-0.261,2.2934,0.5857,0.121,0.3736,1.3395,55,0,169
4524,18,-10321,2,21,22,-0.831,-1.6788,2.5803,3.4774,0.5857,0.121,0.3736,1.3395,55,0,169
4525,19,321,17,32,33,0.3701,0.7296,-0.1574,0.9684,0.5857,0.121,0.3736,1.3395,55,0,169
4526,20,-321,17,34,35,0.375,1.1664,-0.1036,1.325,0.5857,0.121,0.3736,1.3395,55,0,169
4527,21,310,18,36,37,-0.1879,-1.0941,0.7057,1.4065,0.5857,0.121,0.3736,1.3395,55,0,169
4528,22,-211,18,38,40,-0.6431,-0.5846,1.8746,2.071,0.5857,0.121,0.3736,1.3395,55,0,169
4529,0,300553,-1,1,2,0.1759,0,4.4927,11.4956,0.4622,0.0715,-4.0074,-0.6598,55,0,170
4530,1,521,0,3,4,0.0426,0.3336,2.2125,5.7339,0.4622,0.0715,-4.0074,-0.6598,55,0,170
4531,2,-521,0,9,12,0.1332,-0.3336,2.2802,5.7617,0.4622,0.0715,-4.0074,-0.6598,55,0,170
4532,3,333,1,5,6,1.0072,-1.4621,-0.5009,2.1112,0.4641,0.0865,-3.9082,-0.4027,55,0,170
4533,4,10321,1,7,8,-0.9645,1.7957,2.7133,3.6227,0.4641,0.0865,-3.9082,-0.4027,55,0,170
4534,5,321,3,26,26,0.4225,-0.5359,-0.2939,0.8921,0.4641,0.0865,-3.9082,-0.4027,55,0,170
4535,6,-321,3,27,30,0.5846,-0.9262,-0.207,1.2191,0.4641,0.0865,-3.9082,-0.4027,55,0,170
4536,7,310,4,31,32,-0.6683,1.6989,2.6785,3.2795,0.4641,0.0865,-3.9082,-0.4027,55,0,170
4537,8,211,4,33,33,-0.2962,0.0968,0.0348,0.3432,0.4641,0.0865,-3.9082,-0.4027,55,0,170
4538,9,421,2,13,14,-0.2126,-0.1933,1.5947,2.4705,0.4914,-0.0015,-3.5079,0.6024,55,0,170
4539,10,2212,2,-1,-1,0.3277,-0.4832,0.3272,1.1525,0.4914,-0.0015,-3.5079,0.6024,55,0,170
4540,11,223,2,19,21,0.0128,0.007,0.1203,0.7945,0.4914,-0.0015,-3.5079,0.6024,55,0,170
4541,12,-2224,2,24,25,0.0054,0.3359,0.2379,1.3442,0.4914,-0.0015,-3.5079,0.6024,55,0,170
4542,13,-313,9,15,16,-0.3371,-0.4797,0.7575,1.3263,0.4528,-0.0366,-3.2189,1.05,55,0,170
4543,14,113,9,17,18,0.1245,0.2864,0.8372,1.1442,0.4528,-0.0366,-3.2189,1.05,55,0,170
4544,15,-321,13,34,34,-0.0078,-0.5153,0.3945,0.8154,0.4528,-0.0366,-3.2189,1.05,55,0,170
4545,16,211,13,35,35,-0.3293,0.0355,0.3631,0.5109,0.4528,-0.0366,-3.2189,1.05,55,0,170
4546,17,211,14,36,37,0.2664,0.0364,0.0669,0.3103,0.4528,-0.0366,-3.2189,1.05,55,0,170
4547,18,-211,14,38,38,-0.142,0.25,0.7703,0.8339,0.4528,-0.0366,-3.2189,1.05,55,0,170
4548,19,-211,11,39,39,0.1121,-0.0146,-0.0258,0.1815,0.4914,-0.0015,-3.5079,0.6024,55,0,170
4549,20,211,11,40,40,0.0477,-0.2213,0.1353,0.2984,0.4914,-0.0015,-3.5079,0.6024,55,0,170
4550,21,111,11,22,23,-0.1471,0.243,0.0109,0.3146,0.4914,-0.0015,-3.5079,0.6024,55,0,170
4551,22,22,21,-1,-1,-0.1055,0.1808,0.0685,0.2203,0.4914,-0.0015,-3.5079,0.6024,55,0,170
4552,23,22,21,-1,-1,-0.0415,0.0622,-0.0576,0.0944,0.4914,-0.0015,-3.5079,0.6024,55,0,170
4553,24,-2212,12,41,47,0.2695,0.2613,0.2289,1.0362,0.4914,-0.0015,-3.5079,0.6024,55,0,170
4554,25,-211,12,-1,-1,-0.2641,0.0746,0.009,0.308,0.4914,-0.0015,-3.5079,0.6024,55,0,170
4555,0,300553,-1,1,2,0.1759,0,4.4922,11.4992,0.3131,0.0666,-0.7065,-0.1096,55,0,171
4556,1,521,0,3,5,-0.2575,-0.0001,2.1021,5.6881,0.3131,0.0666,-0.7065,-0.1096,55,0,171
4557,2,-521,0,14,15,0.4334,0.0001,2.3901,5.8111,0.3131,0.0666,-0.7065,-0.1096,55,0,171
4558,3,-421,1,6,9,0.9079,0.1752,0.0508,2.0821,0.2364,0.0666,-0.0805,1.5844,55,0,171
4559,4,-13,1,20,20,0.0889,1.1173,0.5124,1.2369,0.2364,0.0666,-0.0805,1.5844,55,0,171
4560,5,14,1,-1,-1,-1.2543,-1.2926,1.5389,2.369,0.2364,0.0666,-0.0805,1.5844,55,0,171
4561,6,321,3,21,21,0.0072,0.4165,0.3423,0.731,0.275,0.074,-0.0783,1.6729,55,0,171
4562,7,-211,3,22,22,0.0691,0.1301,-0.0333,0.2056,0.275,0.074,-0.0783,1.6729,55,0,171
4563,8,111,3,10,11,0.7421,-0.054,-0.1332,0.7679,0.275,0.074,-0.0783,1.6729,55,0,171
4564,9,111,3,12,13,0.0895,-0.3174,-0.125,0.3776,0.275,0.074,-0.0783,1.6729,55,0,171
4565,10,22,8,-1,-1,0.5481,-0.0675,-0.1511,0.5726,0.275,0.074,-0.0783,1.6729,55,0,171
4566,11,22,8,-1,-1,0.194,0.0135,0.018,0.1953,0.275,0.074,-0.0783,1.6729,55,0,171
4567,12,22,9,-1,-1,-0.0218,-0.1698,-0.0528,0.1791,0.275,0.074,-0.0783,1.6729,55,0,171
4568,13,22,9,-1,-1,0.1113,-0.1476,-0.0722,0.1985,0.275,0.074,-0.0783,1.6729,55,0,171
4569,14,333,2,16,17,1.6657,-1.6537,0.7507,2.6658,0.3657,0.0666,-0.4166,0.5952,55,0,171
4570,15,-10321,2,18,19,-1.2324,1.6537,1.6394,3.1453,0.3657,0.0666,-0.4166,0.5952,55,0,171
4571,16,321,14,23,24,0.6742,-0.731,0.4178,1.1862,0.3657,0.0666,-0.4166,0.5952,55,0,171
4572,17,-321,14,25,26,0.9915,-0.9227,0.3329,1.4796,0.3657,0.0666,-0.4166,0.5952,55,0,171
4573,18,310,15,27,28,-1.0086,0.1953,0.3882,1.2057,0.3657,0.0666,-0.4166,0.5952,55,0,171
4574,19,-211,15,29,30,-0.2238,1.4585,1.2512,1.9396,0.3657,0.0666,-0.4166,0.5952,55,0,171
4575,0,300553,-1,1,2,0.1762,0,4.5104,11.5048,0.5232,0.0762,3.3683,0.5704,55,0,172
4576,1,521,0,3,4,-0.0932,0.2899,2.1433,5.7057,0.5232,0.0762,3.3683,0.5704,55,0,172
4577,2,-521,0,9,12,0.2694,-0.2899,2.3671,5.799,0.5232,0.0762,3.3683,0.5704,55,0,172
4578,3,333,1,5,6,-0.591,1.7131,2.9046,3.5722,0.5195,0.0877,3.4538,0.7982,55,0,172
4579,4,10321,1,7,8,0.4978,-1.4232,-0.7613,2.1335,0.5195,0.0877,3.4538,0.7982,55,0,172
4580,5,321,3,38,43,-0.4004,1.0509,1.819,2.1948,0.5195,0.0877,3.4538,0.7982,55,0,172
4581,6,-321,3,44,47,-0.1906,0.6623,1.0857,1.3774,0.5195,0.0877,3.4538,0.7982,55,0,172
4582,7,310,4,48,49,0.6511,-1.4785,-0.861,1.897,0.5195,0.0877,3.4538,0.7982,55,0,172
4583,8,211,4,50,50,-0.1533,0.0552,0.0996,0.2365,0.5195,0.0877,3.4538,0.7982,55,0,172
4584,9,423,2,13,14,-0.0866,0.4727,1.402,2.4949,0.5261,0.073,3.3939,0.6332,55,0,172
4585,10,-423,2,24,25,0.1061,-1.0508,1.1008,2.521,0.5261,0.073,3.3939,0.6332,55,0,172
4586,11,-321,2,51,51,0.1519,0.305,-0.1379,0.6155,0.5261,0.073,3.3939,0.6332,55,0,172
4587,12,111,2,36,37,0.098,-0.0169,0.0022,0.1677,0.5261,0.073,3.3939,0.6332,55,0,172
4588,13,421,9,15,17,-0.1108,0.4273,1.3357,2.336,0.5261,0.073,3.3939,0.6332,55,0,172
4589,14,111,9,22,23,0.0242,0.0454,0.0663,0.1589,0.5261,0.073,3.3939,0.6332,55,0,172
4590,15,-323,13,18,19,0.0506,0.8982,0.8371,1.5273,0.5169,0.1085,3.5049,0.8272,55,0,172
4591,16,-13,13,52,52,-0.1887,-0.0607,0.1988,0.2999,0.5169,0.1085,3.5049,0.8272,55,0,172
4592,17,14,13,-1,-1,0.0273,-0.4101,0.2998,0.5088,0.5169,0.1085,3.5049,0.8272,55,0,172
4593,18,-321,15,53,56,-0.2033,0.7267,0.77,1.1858,0.5169,0.1085,3.5049,0.8272,55,0,172
4594,19,111,15,20,21,0.2539,0.1715,0.0671,0.3415,0.5169,0.1085,3.5049,0.8272,55,0,172
4595,20,22,19,-1,-1,0.2033,0.1903,0.0708,0.2873,0.5169,0.1085,3.5049,0.8272,55,0,172
4596,21,22,19,57,57,0.0507,-0.0188,-0.0037,0.0542,0.5169,0.1085,3.5049,0.8272,55,0,172
4597,22,22,14,-1,-1,0.0089,-0.0251,0.0811,0.0853,0.5261,0.073,3.3939,0.6332,55,0,172
4598,23,22,14,-1,-1,0.0153,0.0704,-0.0148,0.0736,0.5261,0.073,3.3939,0.6332,55,0,172
4599,24,-421,10,26,29,0.1342,-0.9935,1.0058,2.344,0.5261,0.073,3.3939,0.6332,55,0,172
4600,25,111,10,34,35,-0.0281,-0.0573,0.095,0.177,0.5261,0.073,3.3939,0.6332,55,0,172
4601,26,321,24,58,58,0.3591,-0.1104,0.5736,0.8449,0.5274,0.0632,3.4039,0.6565,55,0,172
4602,27,-211,24,-1,-1,-0.0911,0.0135,-0.1341,0.2143,0.5274,0.0632,3.4039,0.6565,55,0,172
4603,28,111,24,30,31,0.2356,-0.4664,0.1258,0.5542,0.5274,0.0632,3.4039,0.6565,55,0,172
4604,29,111,24,32,33,-0.3694,-0.4302,0.4405,0.7306,0.5274,0.0632,3.4039,0.6565,55,0,172
4605,30,22,28,-1,-1,0.0333,-0.2097,0.0377,0.2157,0.5274,0.0632,3.4039,0.6565,55,0,172
4606,31,22,28,-1,-1,0.2023,-0.2566,0.0882,0.3385,0.5274,0.0632,3.4039,0.6565,55,0,172
4607,32,22,29,-1,-1,-0.1752,-0.3019,0.2425,0.425,0.5274,0.0632,3.4039,0.6565,55,0,172
4608,33,22,29,-1,-1,-0.1942,-0.1283,0.1979,0.3056,0.5274,0.0632,3.4039,0.6565,55,0,172
4609,34,22,25,-1,-1,0.0405,-0.0448,0.0882,0.1069,0.5261,0.073,3.3939,0.6332,55,0,172
4610,35,22,25,-1,-1,-0.0686,-0.0125,0.0068,0.0701,0.5261,0.073,3.3939,0.6332,55,0,172
4611,36,22,12,-1,-1,0.1225,0.0173,-0.0093,0.1241,0.5261,0.073,3.3939,0.6332,55,0,172
4612,37,22,12,-1,-1,-0.0245,-0.0341,0.0115,0.0436,0.5261,0.073,3.3939,0.6332,55,0,172
4613,0,300553,-1,1,2,0.176,0,4.4972,11.5,0.4809,0.0663,1.2743,0.2211,55,0,173
4614,1,521,0,3,4,0.3242,-0.2661,2.3127,5.7787,0.4809,0.0663,1.2743,0.2211,55,0,173
4615,2,-521,0,9,11,-0.1483,0.2661,2.1845,5.7213,0.4809,0.0663,1.2743,0.2211,55,0,173
4616,3,333,1,5,6,1.946,-0.947,-0.2243,2.4047,0.4977,0.0525,1.3939,0.5201,55,0,173
4617,4,10321,1,7,8,-1.6218,0.6808,2.5371,3.374,0.4977,0.0525,1.3939,0.5201,55,0,173
4618,5,321,3,18,18,1.0542,-0.6182,-0.2021,1.3334,0.4977,0.0525,1.3939,0.5201,55,0,173
4619,6,-321,3,19,22,0.8918,-0.3288,-0.0222,1.0713,0.4977,0.0525,1.3939,0.5201,55,0,173
4620,7,310,4,23,24,-1.3098,0.9869,2.266,2.8411,0.4977,0.0525,1.3939,0.5201,55,0,173
4621,8,211,4,25,25,-0.312,-0.306,0.2711,0.5329,0.4977,0.0525,1.3939,0.5201,55,0,173
4622,9,421,2,12,13,1.6444,1.3192,0.5063,2.8597,0.4808,0.0664,1.2753,0.2237,55,0,173
4623,10,13,2,26,26,-0.3268,-0.4397,0.9763,1.1244,0.4808,0.0664,1.2753,0.2237,55,0,173
4624,11,-14,2,-1,-1,-1.4658,-0.6134,0.7019,1.7371,0.4808,0.0664,1.2753,0.2237,55,0,173
4625,12,-10323,9,14,15,1.7049,1.4287,0.3026,2.5829,0.5813,0.147,1.3062,0.3983,55,0,173
4626,13,211,9,27,27,-0.0605,-0.1096,0.2037,0.2768,0.5813,0.147,1.3062,0.3983,55,0,173
4627,14,113,12,16,17,0.6587,0.783,0.0177,1.2279,0.5813,0.147,1.3062,0.3983,55,0,173
4628,15,-321,12,28,32,1.0461,0.6457,0.2849,1.3551,0.5813,0.147,1.3062,0.3983,55,0,173
4629,16,211,14,33,33,-0.0089,0.4445,0.0181,0.4664,0.5813,0.147,1.3062,0.3983,55,0,173
4630,17,-211,14,34,35,0.6677,0.3385,-0.0005,0.7615,0.5813,0.147,1.3062,0.3983,55,0,173
4631,0,300553,-1,1,2,0.1761,0,4.5061,11.5017,0.4354,0.0773,-3.8772,-0.6382,55,0,174
4632,1,521,0,3,4,-0.1225,-0.2095,2.4428,5.8219,0.4354,0.0773,-3.8772,-0.6382,55,0,174
4633,2,-521,0,9,11,0.2986,0.2095,2.0634,5.6797,0.4354,0.0773,-3.8772,-0.6382,55,0,174
4634,3,333,1,5,6,-0.6747,0.1386,3.5533,3.7656,0.4341,0.0751,-3.8517,-0.5774,55,0,174
4635,4,10321,1,7,8,0.5522,-0.3481,-1.1105,2.0563,0.4341,0.0751,-3.8517,-0.5774,55,0,174
4636,5,321,3,27,27,-0.2558,0.0717,1.2091,1.3328,0.4341,0.0751,-3.8517,-0.5774,55,0,174
4637,6,-321,3,28,29,-0.4189,0.0669,2.3442,2.4328,0.4341,0.0751,-3.8517,-0.5774,55,0,174
4638,7,310,4,30,31,0.386,0.5213,-0.3865,0.9043,0.4341,0.0751,-3.8517,-0.5774,55,0,174
4639,8,211,4,32,34,0.1662,-0.8694,-0.724,1.152,0.4341,0.0751,-3.8517,-0.5774,55,0,174
4640,9,-211,2,35,36,1.1475,0.5932,1.0048,1.6425,0.4363,0.0779,-3.8706,-0.6198,55,0,174
4641,10,4214,2,12,13,-0.2337,-0.6123,0.5568,2.6438,0.4363,0.0779,-3.8706,-0.6198,55,0,174
4642,11,-2214,2,23,24,-0.6151,0.2286,0.5018,1.3935,0.4363,0.0779,-3.8706,-0.6198,55,0,174
4643,12,4122,10,14,16,-0.0581,-0.5589,0.4765,2.4022,0.4363,0.0779,-3.8706,-0.6198,55,0,174
4644,13,111,10,21,22,-0.1756,-0.0534,0.0802,0.2415,0.4363,0.0779,-3.8706,-0.6198,55,0,174
4645,14,2112,12,37,37,0.0335,-0.2102,0.3143,1.0134,0.4363,0.0774,-3.8701,-0.6176,55,0,174
4646,15,323,12,17,18,-0.164,-0.3199,0.1252,0.8838,0.4363,0.0774,-3.8701,-0.6176,55,0,174
4647,16,-311,12,20,20,0.0723,-0.0287,0.037,0.5051,0.4363,0.0774,-3.8701,-0.6176,55,0,174
4648,17,311,15,19,19,-0.2383,-0.0401,0.0682,0.5574,0.4363,0.0774,-3.8701,-0.6176,55,0,174
4649,18,211,15,38,39,0.0743,-0.2798,0.057,0.3264,0.4363,0.0774,-3.8701,-0.6176,55,0,174
4650,19,130,17,40,43,-0.2383,-0.0401,0.0682,0.5574,0.4363,0.0774,-3.8701,-0.6176,55,0,174
4651,20,310,16,44,45,0.0723,-0.0287,0.037,0.5051,0.4363,0.0774,-3.8701,-0.6176,55,0,174
4652,21,22,13,-1,-1,-0.1632,-0.092,0.0671,0.199,0.4363,0.0779,-3.8706,-0.6198,55,0,174
4653,22,22,13,-1,-1,-0.0124,0.0386,0.0131,0.0426,0.4363,0.0779,-3.8706,-0.6198,55,0,174
4654,23,-2212,11,46,49,-0.4574,0.2387,0.5089,1.1855,0.4363,0.0779,-3.8706,-0.6198,55,0,174
4655,24,111,11,25,26,-0.1577,-0.0101,-0.0071,0.208,0.4363,0.0779,-3.8706,-0.6198,55,0,174
4656,25,22,24,-1,-1,-0.0513,-0.0495,0.0437,0.0837,0.4363,0.0779,-3.8706,-0.6198,55,0,174
4657,26,22,24,-1,-1,-0.1064,0.0394,-0.0508,0.1243,0.4363,0.0779,-3.8706,-0.6198,55,0,174
4658,0,300553,-1,1,2,0.1759,0,4.4966,11.497,0.4522,0.0669,-0.4413,-0.0651,55,0,175
4659,1,521,0,3,4,-0.21,-0.1567,2.2676,5.7515,0.4522,0.0669,-0.4413,-0.0651,55,0,175
4660,2,-521,0,9,11,0.3859,0.1567,2.229,5.7455,0.4522,0.0669,-0.4413,-0.0651,55,0,175
4661,3,333,1,5,6,1.3649,-0.6208,-0.8263,1.9918,0.435,0.054,-0.255,0.4075,55,0,175
4662,4,10321,1,7,8,-1.5749,0.4641,3.094,3.7597,0.435,0.054,-0.255,0.4075,55,0,175
4663,5,321,3,36,38,0.4886,-0.2319,-0.2921,0.7884,0.435,0.054,-0.255,0.4075,55,0,175
4664,6,-321,3,39,40,0.8763,-0.3889,-0.5342,1.2034,0.435,0.054,-0.255,0.4075,55,0,175
4665,7,310,4,41,42,-1.7428,0.2596,2.5567,3.1447,0.435,0.054,-0.255,0.4075,55,0,175
4666,8,211,4,43,43,0.1679,0.2046,0.5373,0.615,0.435,0.054,-0.255,0.4075,55,0,175
4667,9,423,2,12,13,-0.1842,-0.4802,1.8306,2.7648,0.4966,0.0849,-0.185,0.5956,55,0,175
4668,10,-413,2,21,22,-0.0679,0.512,0.0125,2.0756,0.4966,0.0849,-0.185,0.5956,55,0,175
4669,11,-311,2,35,35,0.638,0.1249,0.3858,0.9051,0.4966,0.0849,-0.185,0.5956,55,0,175
4670,12,421,9,14,15,-0.1563,-0.4872,1.7181,2.5868,0.4966,0.0849,-0.185,0.5956,55,0,175
4671,13,111,9,19,20,-0.0279,0.007,0.1125,0.178,0.4966,0.0849,-0.185,0.5956,55,0,175
4672,14,-323,12,16,17,-0.3473,-0.4682,1.8975,2.2893,0.4899,0.064,-0.1112,0.7067,55,0,175
4673,15,211,12,44,45,0.191,-0.0189,-0.1794,0.2975,0.4899,0.064,-0.1112,0.7067,55,0,175
4674,16,-311,14,18,18,-0.4334,-0.7222,1.4517,1.7505,0.4899,0.064,-0.1112,0.7067,55,0,175
4675,17,-211,14,-1,-1,0.0861,0.254,0.4459,0.5387,0.4899,0.064,-0.1112,0.7067,55,0,175
4676,18,310,16,46,47,-0.4334,-0.7222,1.4517,1.7505,0.4899,0.064,-0.1112,0.7067,55,0,175
4677,19,22,13,-1,-1,-0.0485,0.0251,-0.0074,0.0551,0.4966,0.0849,-0.185,0.5956,55,0,175
4678,20,22,13,-1,-1,0.0206,-0.0181,0.1199,0.123,0.4966,0.0849,-0.185,0.5956,55,0,175
4679,21,-421,10,23,24,-0.0568,0.4576,0.0466,1.9216,0.4966,0.0849,-0.185,0.5956,55,0,175
4680,22,-211,10,48,50,-0.0111,0.0544,-0.0341,0.154,0.4966,0.0849,-0.185,0.5956,55,0,175
4681,23,311,21,25,25,-0.2101,0.2345,-0.7272,0.9357,0.4882,0.1526,-0.1781,0.8801,55,0,175
4682,24,221,21,26,28,0.1533,0.2231,0.7738,0.9858,0.4882,0.1526,-0.1781,0.8801,55,0,175
4683,25,130,23,51,54,-0.2101,0.2345,-0.7272,0.9357,0.4882,0.1526,-0.1781,0.8801,55,0,175
4684,26,111,24,29,30,-0.0519,-0.0009,0.1758,0.2276,0.4882,0.1526,-0.1781,0.8801,55,0,175
4685,27,111,24,31,32,0.0937,0.1313,0.4885,0.5318,0.4882,0.1526,-0.1781,0.8801,55,0,175
4686,28,111,24,33,34,0.1114,0.0928,0.1095,0.2264,0.4882,0.1526,-0.1781,0.8801,55,0,175
4687,29,22,26,55,57,-0.0912,0.0139,0.1557,0.181,0.4882,0.1526,-0.1781,0.8801,55,0,175
4688,30,22,26,-1,-1,0.0394,-0.0149,0.0201,0.0466,0.4882,0.1526,-0.1781,0.8801,55,0,175
4689,31,22,27,-1,-1,-0.0301,0.0268,0.0492,0.0636,0.4882,0.1526,-0.1781,0.8801,55,0,175
4690,32,22,27,-1,-1,0.1238,0.1045,0.4393,0.4682,0.4882,0.1526,-0.1781,0.8801,55,0,175
4691,33,22,28,-1,-1,-0.026,-0.0063,0.0264,0.0376,0.4882,0.1526,-0.1781,0.8801,55,0,175
4692,34,22,28,-1,-1,0.1374,0.0991,0.0831,0.1887,0.4882,0.1526,-0.1781,0.8801,55,0,175
4693,35,310,11,58,59,0.638,0.1249,0.3858,0.9051,0.4966,0.0849,-0.185,0.5956,55,0,175
4694,0,300553,-1,1,2,0.1761,0,4.5027,11.5023,0.3457,0.0719,-3.4598,-0.5687,55,0,176
4695,1,521,0,3,5,0.4296,0.1118,2.2906,5.7717,0.3457,0.0719,-3.4598,-0.5687,55,0,176
4696,2,-521,0,12,13,-0.2536,-0.1118,2.2122,5.7306,0.3457,0.0719,-3.4598,-0.5687,55,0,176
4697,3,-421,1,6,7,1.6481,0.1874,-0.4004,2.5277,0.44,0.0965,-2.9575,0.6969,55,0,176
4698,4,-13,1,18,18,-0.796,-0.0584,0.3722,0.887,0.44,0.0965,-2.9575,0.6969,55,0,176
4699,5,14,1,-1,-1,-0.4224,-0.0172,2.3188,2.357,0.44,0.0965,-2.9575,0.6969,55,0,176
4700,6,-213,3,8,9,-0.0196,0.1132,-0.1661,0.7712,0.4609,0.0988,-2.9626,0.7291,55,0,176
4701,7,321,3,19,21,1.6677,0.0742,-0.2343,1.7565,0.4609,0.0988,-2.9626,0.7291,55,0,176
4702,8,-211,6,22,23,-0.353,0.064,-0.1303,0.4064,0.4609,0.0988,-2.9626,0.7291,55,0,176
4703,9,111,6,10,11,0.3334,0.0491,-0.0357,0.3648,0.4609,0.0988,-2.9626,0.7291,55,0,176
4704,10,22,9,-1,-1,0.2098,-0.0249,-0.0578,0.2191,0.4609,0.0988,-2.9626,0.7291,55,0,176
4705,11,22,9,-1,-1,0.1236,0.074,0.022,0.1457,0.4609,0.0988,-2.9626,0.7291,55,0,176
4706,12,333,2,14,15,-1.1558,1.3316,2.7367,3.4114,0.3066,0.0547,-3.1185,0.3153,55,0,176
4707,13,-10321,2,16,17,0.9022,-1.4434,-0.5245,2.3192,0.3066,0.0547,-3.1185,0.3153,55,0,176
4708,14,321,12,24,24,-0.4496,0.547,1.0151,1.3325,0.3066,0.0547,-3.1185,0.3153,55,0,176
4709,15,-321,12,25,26,-0.7062,0.7846,1.7216,2.0789,0.3066,0.0547,-3.1185,0.3153,55,0,176
4710,16,310,13,27,28,-0.0753,-0.5408,0.2419,0.7774,0.3066,0.0547,-3.1185,0.3153,55,0,176
4711,17,-211,13,29,31,0.9776,-0.9026,-0.7664,1.5418,0.3066,0.0547,-3.1185,0.3153,55,0,176
4712,0,300553,-1,1,2,0.1759,0,4.499,11.4932,0.4575,0.0756,-2.1719,-0.3537,55,0,177
4713,1,521,0,3,5,0.3395,-0.0387,2.4121,5.8141,0.4575,0.0756,-2.1719,-0.3537,55,0,177
4714,2,-521,0,21,22,-0.1636,0.0387,2.0869,5.6791,0.4575,0.0756,-2.1719,-0.3537,55,0,177
4715,3,-413,1,6,7,-0.1807,0.3678,1.5312,2.5601,0.5496,0.0651,-1.5174,1.2239,55,0,177
4716,4,213,1,17,18,-0.4468,-1.3966,0.0517,1.6346,0.5496,0.0651,-1.5174,1.2239,55,0,177
4717,5,211,1,27,27,0.967,0.9902,0.8292,1.6194,0.5496,0.0651,-1.5174,1.2239,55,0,177
4718,6,-421,3,8,10,-0.138,0.351,1.3894,2.3559,0.5496,0.0651,-1.5174,1.2239,55,0,177
4719,7,-211,3,28,34,-0.0427,0.0168,0.1419,0.2042,0.5496,0.0651,-1.5174,1.2239,55,0,177
4720,8,321,6,35,35,0.1888,0.2204,0.6937,0.8996,0.5475,0.0704,-1.4964,1.2595,55,0,177
4721,9,-213,6,11,12,-0.0265,0.1071,0.2498,0.9016,0.5475,0.0704,-1.4964,1.2595,55,0,177
4722,10,111,6,15,16,-0.3003,0.0235,0.4458,0.5547,0.5475,0.0704,-1.4964,1.2595,55,0,177
4723,11,-211,9,36,37,0.3575,0.0818,-0.0498,0.3956,0.5475,0.0704,-1.4964,1.2595,55,0,177
4724,12,111,9,13,14,-0.384,0.0253,0.2997,0.5061,0.5475,0.0704,-1.4964,1.2595,55,0,177
4725,13,22,12,38,39,-0.3861,0.0341,0.307,0.4945,0.5475,0.0704,-1.4964,1.2595,55,0,177
4726,14,22,12,-1,-1,0.0021,-0.0088,-0.0073,0.0116,0.5475,0.0704,-1.4964,1.2595,55,0,177
4727,15,22,10,-1,-1,-0.0679,0.0647,0.137,0.166,0.5475,0.0704,-1.4964,1.2595,55,0,177
4728,16,22,10,-1,-1,-0.2324,-0.0412,0.3088,0.3887,0.5475,0.0704,-1.4964,1.2595,55,0,177
4729,17,211,4,40,43,-0.5835,-1.2609,0.0738,1.3983,0.5496,0.0651,-1.5174,1.2239,55,0,177
4730,18,111,4,19,20,0.1367,-0.1357,-0.0221,0.2362,0.5496,0.0651,-1.5174,1.2239,55,0,177
4731,19,22,18,-1,-1,0.0494,-0.0101,0.0465,0.0686,0.5496,0.0651,-1.5174,1.2239,55,0,177
4732,20,22,18,-1,-1,0.0872,-0.1256,-0.0686,0.1676,0.5496,0.0651,-1.5174,1.2239,55,0,177
4733,21,333,2,23,24,-0.0663,1.2667,2.9984,3.4111,0.4568,0.0758,-2.163,-0.3293,55,0,177
4734,22,-10321,2,25,26,-0.0973,-1.2281,-0.9116,2.268,0.4568,0.0758,-2.163,-0.3293,55,0,177
4735,23,321,21,44,45,-0.0629,0.4677,1.1429,1.3314,0.4568,0.0758,-2.163,-0.3293,55,0,177
4736,24,-321,21,46,49,-0.0034,0.799,1.8556,2.0797,0.4568,0.0758,-2.163,-0.3293,55,0,177
4737,25,310,22,50,51,-0.1555,0.2269,-0.0512,0.5709,0.4568,0.0758,-2.163,-0.3293,55,0,177
4738,26,-211,22,52,53,0.0582,-1.4549,-0.8604,1.6971,0.4568,0.0758,-2.163,-0.3293,55,0,177
4739,0,300553,-1,1,2,0.1759,0,4.4983,11.4936,0.4956,0.0769,1.6683,0.2868,55,0,178
4740,1,521,0,3,5,0.0965,-0.2263,2.0344,5.6629,0.4956,0.0769,1.6683,0.2868,55,0,178
4741,2,-521,0,11,12,0.0794,0.2263,2.4639,5.8307,0.4956,0.0769,1.6683,0.2868,55,0,178
