part,event,ID,mother,daughter1,daughter2,Px,Py,Pz,E,X,Y,Z,T,i1,i2,i3
1241,15,22,13,-1,-1,-0.0326,0.0065,-0.0175,0.0376,0.2323,0.087,-9.0248,-0.6308,55,0,47
1242,16,2112,5,-1,-1,-0.2717,-0.4096,0.8784,1.3769,0.2403,0.0811,-9.0325,-0.6548,55,0,47
1243,17,211,5,35,35,-0.0706,-0.0274,0.1883,0.2463,0.2403,0.0811,-9.0325,-0.6548,55,0,47
1244,18,333,2,20,21,-1.0952,-0.131,3.0632,3.4119,0.3104,0.0721,-9.2165,-1.0539,55,0,47
1245,19,-10321,2,22,23,1.4937,0.0943,-0.9475,2.2894,0.3104,0.0721,-9.2165,-1.0539,55,0,47
1246,20,321,18,36,40,-0.7306,-0.0462,1.8194,2.0223,0.3104,0.0721,-9.2165,-1.0539,55,0,47
1247,21,-321,18,41,45,-0.3646,-0.0848,1.2438,1.3896,0.3104,0.0721,-9.2165,-1.0539,55,0,47
1248,22,310,19,46,47,1.5071,-0.1792,-1.1068,1.9432,0.3104,0.0721,-9.2165,-1.0539,55,0,47
1249,23,-211,19,-1,-1,-0.0135,0.2735,0.1592,0.3462,0.3104,0.0721,-9.2165,-1.0539,55,0,47
1250,0,300553,-1,1,2,0.1758,0,4.4942,11.4855,0.4399,0.0752,-6.2008,-1.0257,55,0,48
1251,1,521,0,3,4,0.2501,0.1623,2.2258,5.7369,0.4399,0.0752,-6.2008,-1.0257,55,0,48
1252,2,-521,0,9,11,-0.0743,-0.1623,2.2684,5.7486,0.4399,0.0752,-6.2008,-1.0257,55,0,48
1253,3,333,1,5,6,0.7596,-2.0057,1.7339,2.9586,0.4632,0.0903,-5.9937,-0.4919,55,0,48
1254,4,10321,1,7,8,-0.5095,2.1681,0.4919,2.7783,0.4632,0.0903,-5.9937,-0.4919,55,0,48
1255,5,321,3,22,25,0.3581,-0.6179,0.5664,1.0366,0.4632,0.0903,-5.9937,-0.4919,55,0,48
1256,6,-321,3,26,29,0.4015,-1.3878,1.1675,1.9219,0.4632,0.0903,-5.9937,-0.4919,55,0,48
1257,7,310,4,30,31,-0.2021,2.1192,0.0079,2.1862,0.4632,0.0903,-5.9937,-0.4919,55,0,48
1258,8,211,4,32,35,-0.3074,0.0488,0.484,0.5921,0.4632,0.0903,-5.9937,-0.4919,55,0,48
1259,9,423,2,12,13,-0.7727,0.1568,0.6461,2.251,0.4062,0.0014,-5.17,1.5865,55,0,48
1260,10,11,2,-1,-1,1.7856,0.322,1.159,2.153,0.4062,0.0014,-5.17,1.5865,55,0,48
1261,11,-12,2,-1,-1,-1.0872,-0.6411,0.4633,1.3446,0.4062,0.0014,-5.17,1.5865,55,0,48
1262,12,421,9,14,16,-0.7169,0.1443,0.5553,2.0786,0.4062,0.0014,-5.17,1.5865,55,0,48
1263,13,111,9,20,21,-0.0558,0.0124,0.0907,0.1724,0.4062,0.0014,-5.17,1.5865,55,0,48
1264,14,-323,12,17,18,-0.6966,-0.1924,0.4106,1.2068,0.3336,0.016,-5.1138,1.7971,55,0,48
1265,15,-13,12,36,36,-0.2735,0.4712,0.179,0.5832,0.3336,0.016,-5.1138,1.7971,55,0,48
1266,16,14,12,-1,-1,0.2531,-0.1345,-0.0344,0.2887,0.3336,0.016,-5.1138,1.7971,55,0,48
1267,17,-311,14,19,19,-0.5372,-0.0489,0.0131,0.7341,0.3336,0.016,-5.1138,1.7971,55,0,48
1268,18,-211,14,37,37,-0.1593,-0.1436,0.3975,0.4727,0.3336,0.016,-5.1138,1.7971,55,0,48
1269,19,130,17,38,39,-0.5372,-0.0489,0.0131,0.7341,0.3336,0.016,-5.1138,1.7971,55,0,48
1270,20,22,13,-1,-1,0.0352,0.0267,0.0617,0.0759,0.4062,0.0014,-5.17,1.5865,55,0,48
1271,21,22,13,-1,-1,-0.0909,-0.0143,0.0291,0.0965,0.4062,0.0014,-5.17,1.5865,55,0,48
1272,0,300553,-1,1,2,0.1758,0,4.4946,11.4895,0.5845,0.07,1.6479,0.2835,55,0,49
1273,1,521,0,3,4,0.0418,0.2573,2.3377,5.7794,0.5845,0.07,1.6479,0.2835,55,0,49
1274,2,-521,0,9,11,0.134,-0.2573,2.1569,5.7101,0.5845,0.07,1.6479,0.2835,55,0,49
1275,3,333,1,5,6,-2.0488,1.1175,1.1276,2.8044,0.5856,0.0766,1.7083,0.4328,55,0,49
1276,4,10321,1,7,8,2.0906,-0.8602,1.2101,2.975,0.5856,0.0766,1.7083,0.4328,55,0,49
1277,5,321,3,20,21,-0.6761,0.2694,0.3514,0.947,0.5856,0.0766,1.7083,0.4328,55,0,49
1278,6,-321,3,22,28,-1.3727,0.8482,0.7762,1.8573,0.5856,0.0766,1.7083,0.4328,55,0,49
1279,7,310,4,29,30,2.1707,-0.5455,1.2629,2.6176,0.5856,0.0766,1.7083,0.4328,55,0,49
1280,8,211,4,31,32,-0.0801,-0.3147,-0.0528,0.3574,0.5856,0.0766,1.7083,0.4328,55,0,49
1281,9,423,2,12,13,-1.0792,-0.7507,0.515,2.4538,0.607,0.0269,2.0093,1.2404,55,0,49
1282,10,-3222,2,33,34,0.9751,0.4153,0.9088,1.8341,0.607,0.0269,2.0093,1.2404,55,0,49
1283,11,3212,2,18,19,0.2382,0.0781,0.7331,1.4222,0.607,0.0269,2.0093,1.2404,55,0,49
1284,12,421,9,14,17,-1.0781,-0.763,0.3779,2.3162,0.607,0.0269,2.0093,1.2404,55,0,49
1285,13,22,9,35,36,-0.0011,0.0123,0.1371,0.1376,0.607,0.0269,2.0093,1.2404,55,0,49
1286,14,211,12,37,38,-0.1213,-0.1324,-0.3176,0.3907,0.5486,-0.0145,2.0298,1.3658,55,0,49
1287,15,211,12,39,40,-0.8662,0.1872,0.3604,0.9668,0.5486,-0.0145,2.0298,1.3658,55,0,49
1288,16,-211,12,41,41,-0.0654,-0.3562,0.0338,0.3895,0.5486,-0.0145,2.0298,1.3658,55,0,49
1289,17,-211,12,42,42,-0.0252,-0.4616,0.3014,0.5692,0.5486,-0.0145,2.0298,1.3658,55,0,49
1290,18,22,11,-1,-1,0.0464,0.0385,-0.0182,0.0629,0.607,0.0269,2.0093,1.2404,55,0,49
1291,19,3122,11,43,44,0.1918,0.0396,0.7513,1.3592,0.607,0.0269,2.0093,1.2404,55,0,49
1292,0,300553,-1,1,2,0.1758,0,4.4892,11.4962,0.3614,0.0687,-3.7581,-0.6184,55,0,50
1293,1,521,0,3,4,-0.0445,-0.1863,1.9488,5.6306,0.3614,0.0687,-3.7581,-0.6184,55,0,50
1294,2,-521,0,9,10,0.2203,0.1863,2.5403,5.8656,0.3614,0.0687,-3.7581,-0.6184,55,0,50
1295,3,333,1,5,6,-2.1705,-1.0843,0.654,2.7118,0.3609,0.0666,-3.7363,-0.5554,55,0,50
1296,4,10321,1,7,8,2.1261,0.8981,1.2948,2.9188,0.3609,0.0666,-3.7363,-0.5554,55,0,50
1297,5,321,3,23,24,-0.8441,-0.4423,0.1906,1.09,0.3609,0.0666,-3.7363,-0.5554,55,0,50
1298,6,-321,3,25,30,-1.3264,-0.6421,0.4634,1.6218,0.3609,0.0666,-3.7363,-0.5554,55,0,50
1299,7,310,4,31,32,0.5502,-0.021,0.1401,0.7553,0.3609,0.0666,-3.7363,-0.5554,55,0,50
1300,8,211,4,33,37,1.5758,0.919,1.1547,2.1635,0.3609,0.0666,-3.7363,-0.5554,55,0,50
1301,9,10421,2,11,12,-0.5259,-1.856,2.16,3.6539,0.3632,0.0703,-3.737,-0.5696,55,0,50
1302,10,-211,2,-1,-1,0.7462,2.0423,0.3803,2.2117,0.3632,0.0703,-3.737,-0.5696,55,0,50
1303,11,421,9,13,15,-0.4404,-1.9081,2.1942,3.4824,0.3632,0.0703,-3.737,-0.5696,55,0,50
1304,12,111,9,21,22,-0.0855,0.0521,-0.0342,0.1715,0.3632,0.0703,-3.737,-0.5696,55,0,50
1305,13,-321,11,38,39,-0.145,-0.2583,0.2121,0.6135,0.354,0.0303,-3.691,-0.4966,55,0,50
1306,14,211,11,40,40,-0.0253,-0.5972,1.1184,1.2757,0.354,0.0303,-3.691,-0.4966,55,0,50
1307,15,223,11,16,18,-0.2702,-1.0526,0.8637,1.5931,0.354,0.0303,-3.691,-0.4966,55,0,50
1308,16,-211,15,41,42,-0.0901,-0.4679,0.6018,0.7802,0.354,0.0303,-3.691,-0.4966,55,0,50
1309,17,211,15,43,43,0.0888,-0.0997,0.11,0.2223,0.354,0.0303,-3.691,-0.4966,55,0,50
1310,18,111,15,19,20,-0.2689,-0.485,0.1519,0.5906,0.354,0.0303,-3.691,-0.4966,55,0,50
1311,19,22,18,-1,-1,-0.1242,-0.2598,0.0112,0.2882,0.354,0.0303,-3.691,-0.4966,55,0,50
1312,20,22,18,-1,-1,-0.1447,-0.2252,0.1408,0.3025,0.354,0.0303,-3.691,-0.4966,55,0,50
1313,21,22,12,-1,-1,-0.0531,-0.0311,-0.0519,0.0805,0.3632,0.0703,-3.737,-0.5696,55,0,50
1314,22,22,12,-1,-1,-0.0323,0.0832,0.0177,0.091,0.3632,0.0703,-3.737,-0.5696,55,0,50
1315,0,300553,-1,1,2,0.1759,0,4.4913,11.4982,0.5613,0.0729,-0.6326,-0.0968,55,0,51
1316,1,521,0,3,8,-0.2038,0.2179,2.2542,5.748,0.5613,0.0729,-0.6326,-0.0968,55,0,51
1317,2,-521,0,29,30,0.3797,-0.2179,2.2371,5.7502,0.5613,0.0729,-0.6326,-0.0968,55,0,51
1318,3,-423,1,9,10,-0.0991,0.7931,-0.0182,2.1603,0.5534,0.0813,-0.5454,0.1256,55,0,51
1319,4,321,1,35,36,-0.132,0.1607,0.2536,0.5927,0.5534,0.0813,-0.5454,0.1256,55,0,51
1320,5,-323,1,18,19,-0.0056,-0.2156,1.053,1.392,0.5534,0.0813,-0.5454,0.1256,55,0,51
1321,6,211,1,37,37,-0.0322,-0.0401,-0.0025,0.1488,0.5534,0.0813,-0.5454,0.1256,55,0,51
1322,7,221,1,22,24,0.0474,-0.3436,0.2247,0.686,0.5534,0.0813,-0.5454,0.1256,55,0,51
1323,8,111,1,27,28,0.0177,-0.1365,0.7437,0.7683,0.5534,0.0813,-0.5454,0.1256,55,0,51
1324,9,-421,3,11,14,0.0163,0.6473,-0.0075,1.9741,0.5534,0.0813,-0.5454,0.1256,55,0,51
1325,10,22,3,-1,-1,-0.1155,0.1458,-0.0106,0.1863,0.5534,0.0813,-0.5454,0.1256,55,0,51
1326,11,311,9,15,15,-0.053,0.1979,-0.1629,0.5623,0.5535,0.0855,-0.5455,0.1383,55,0,51
1327,12,211,9,38,38,-0.3276,-0.0402,-0.3642,0.5109,0.5535,0.0855,-0.5455,0.1383,55,0,51
1328,13,-211,9,-1,-1,0.2653,0.2734,0.149,0.4323,0.5535,0.0855,-0.5455,0.1383,55,0,51
1329,14,111,9,16,17,0.1316,0.2162,0.3706,0.4686,0.5535,0.0855,-0.5455,0.1383,55,0,51
1330,15,130,11,39,41,-0.053,0.1979,-0.1629,0.5623,0.5535,0.0855,-0.5455,0.1383,55,0,51
1331,16,22,14,-1,-1,0.0936,0.085,0.0859,0.1529,0.5535,0.0855,-0.5455,0.1383,55,0,51
1332,17,22,14,-1,-1,0.038,0.1312,0.2847,0.3157,0.5535,0.0855,-0.5455,0.1383,55,0,51
1333,18,-321,5,42,45,-0.0395,-0.1266,1.1061,1.2185,0.5534,0.0813,-0.5454,0.1256,55,0,51
1334,19,111,5,20,21,0.0339,-0.0889,-0.0531,0.1735,0.5534,0.0813,-0.5454,0.1256,55,0,51
1335,20,22,19,-1,-1,-0.0306,-0.0342,-0.0733,0.0865,0.5534,0.0813,-0.5454,0.1256,55,0,51
1336,21,22,19,-1,-1,0.0646,-0.0547,0.0202,0.087,0.5534,0.0813,-0.5454,0.1256,55,0,51
1337,22,-211,7,46,50,-0.1046,-0.1209,0.206,0.2957,0.5534,0.0813,-0.5454,0.1256,55,0,51
1338,23,211,7,51,51,0.0945,-0.089,0.0209,0.1917,0.5534,0.0813,-0.5454,0.1256,55,0,51
1339,24,111,7,25,26,0.0575,-0.1336,-0.0022,0.1985,0.5534,0.0813,-0.5454,0.1256,55,0,51
1340,25,22,24,-1,-1,0.0803,-0.0367,-0.0329,0.0942,0.5534,0.0813,-0.5454,0.1256,55,0,51
1341,26,22,24,-1,-1,-0.0228,-0.097,0.0307,0.1043,0.5534,0.0813,-0.5454,0.1256,55,0,51
1342,27,22,8,-1,-1,0.0194,-0.1491,0.4532,0.4775,0.5534,0.0813,-0.5454,0.1256,55,0,51
1343,28,22,8,52,53,-0.0018,0.0126,0.2905,0.2908,0.5534,0.0813,-0.5454,0.1256,55,0,51
1344,29,333,2,31,32,1.061,1.1093,3.0195,3.5366,0.5746,0.0653,-0.5544,0.1043,55,0,51
1345,30,-10321,2,33,34,-0.6813,-1.3272,-0.7824,2.2137,0.5746,0.0653,-0.5544,0.1043,55,0,51
1346,31,321,29,54,55,0.6227,0.6257,1.8624,2.1194,0.5746,0.0653,-0.5544,0.1043,55,0,51
1347,32,-321,29,56,57,0.4383,0.4836,1.1571,1.4172,0.5746,0.0653,-0.5544,0.1043,55,0,51
1348,33,310,30,58,59,0.1623,-0.916,-0.6896,1.2604,0.5746,0.0653,-0.5544,0.1043,55,0,51
1349,34,-211,30,60,63,-0.8435,-0.4111,-0.0928,0.9533,0.5746,0.0653,-0.5544,0.1043,55,0,51
1350,0,300553,-1,1,2,0.1761,0,4.5025,11.5018,0.5025,0.0819,0.3545,0.0677,55,0,52
1351,1,521,0,3,4,0.1179,0.3457,2.3454,5.7882,0.5025,0.0819,0.3545,0.0677,55,0,52
1352,2,-521,0,9,10,0.0581,-0.3457,2.1571,5.7136,0.5025,0.0819,0.3545,0.0677,55,0,52
1353,3,333,1,5,6,1.987,-0.2422,2.4998,3.3614,0.5256,0.1497,0.8149,1.2039,55,0,52
1354,4,10321,1,7,8,-1.869,0.588,-0.1545,2.4268,0.5256,0.1497,0.8149,1.2039,55,0,52
1355,5,321,3,30,33,1.209,-0.1427,1.5929,2.0647,0.5256,0.1497,0.8149,1.2039,55,0,52
1356,6,-321,3,34,37,0.7779,-0.0995,0.907,1.2967,0.5256,0.1497,0.8149,1.2039,55,0,52
1357,7,310,4,38,39,-0.7812,0.8786,0.0311,1.277,0.5256,0.1497,0.8149,1.2039,55,0,52
1358,8,211,4,40,43,-1.0879,-0.2907,-0.1856,1.1497,0.5256,0.1497,0.8149,1.2039,55,0,52
1359,9,-20433,2,11,12,0.7673,-1.3711,1.8346,3.4473,0.5027,0.0805,0.3634,0.0913,55,0,52
1360,10,421,2,24,25,-0.7092,1.0254,0.3225,2.2663,0.5027,0.0805,0.3634,0.0913,55,0,52
1361,11,-433,9,13,14,0.6748,-1.062,1.2307,2.7495,0.5027,0.0805,0.3634,0.0913,55,0,52
1362,12,111,9,22,23,0.0925,-0.3091,0.6039,0.6978,0.5027,0.0805,0.3634,0.0913,55,0,52
1363,13,-431,11,15,16,0.6218,-0.9139,0.9975,2.4681,0.5027,0.0805,0.3634,0.0913,55,0,52
1364,14,22,11,-1,-1,0.0529,-0.1482,0.2332,0.2813,0.5027,0.0805,0.3634,0.0913,55,0,52
1365,15,313,13,17,18,-0.0656,-0.1931,0.4046,0.9945,0.6338,-0.1122,0.5737,0.6117,55,0,52
1366,16,-323,13,19,20,0.6875,-0.7207,0.5929,1.4736,0.6338,-0.1122,0.5737,0.6117,55,0,52
1367,17,321,15,44,44,0.1253,-0.2226,0.4903,0.7412,0.6338,-0.1122,0.5737,0.6117,55,0,52
1368,18,-211,15,45,53,-0.191,0.0295,-0.0857,0.2533,0.6338,-0.1122,0.5737,0.6117,55,0,52
1369,19,-311,16,21,21,0.5809,-0.3995,0.1134,0.8703,0.6338,-0.1122,0.5737,0.6117,55,0,52
1370,20,-211,16,-1,-1,0.1066,-0.3212,0.4795,0.6032,0.6338,-0.1122,0.5737,0.6117,55,0,52
1371,21,130,19,54,54,0.5809,-0.3995,0.1134,0.8703,0.6338,-0.1122,0.5737,0.6117,55,0,52
1372,22,22,12,-1,-1,0.0568,-0.0569,0.0712,0.1074,0.5027,0.0805,0.3634,0.0913,55,0,52
1373,23,22,12,-1,-1,0.0357,-0.2522,0.5326,0.5904,0.5027,0.0805,0.3634,0.0913,55,0,52
1374,24,-313,10,26,27,-0.0772,0.5515,0.0722,1.0886,0.4659,0.1336,0.3801,0.2088,55,0,52
1375,25,113,10,28,29,-0.632,0.4738,0.2503,1.1777,0.4659,0.1336,0.3801,0.2088,55,0,52
1376,26,-321,24,55,56,-0.2262,0.4601,0.2972,0.7713,0.4659,0.1336,0.3801,0.2088,55,0,52
1377,27,211,24,57,57,0.149,0.0914,-0.225,0.3173,0.4659,0.1336,0.3801,0.2088,55,0,52
1378,28,211,25,58,63,-0.6463,0.0332,0.023,0.6624,0.4659,0.1336,0.3801,0.2088,55,0,52
1379,29,-211,25,64,66,0.0143,0.4406,0.2273,0.5153,0.4659,0.1336,0.3801,0.2088,55,0,52
1380,0,300553,-1,1,2,0.1759,0,4.4943,11.4964,0.3341,0.0662,-3.176,-0.5214,55,0,53
1381,1,521,0,3,4,0.4112,0.0588,2.1571,5.7179,0.3341,0.0662,-3.176,-0.5214,55,0,53
1382,2,-521,0,9,12,-0.2353,-0.0588,2.3372,5.7784,0.3341,0.0662,-3.176,-0.5214,55,0,53
1383,3,333,1,5,6,-1.8374,-0.1231,-0.3271,2.1303,0.4198,0.0784,-2.7264,0.6703,55,0,53
1384,4,10321,1,7,8,2.2486,0.1819,2.4842,3.5877,0.4198,0.0784,-2.7264,0.6703,55,0,53
1385,5,321,3,26,29,-0.8032,-0.126,-0.0571,0.9529,0.4198,0.0784,-2.7264,0.6703,55,0,53
1386,6,-321,3,30,31,-1.0342,0.0029,-0.27,1.1774,0.4198,0.0784,-2.7264,0.6703,55,0,53
1387,7,310,4,32,33,2.1536,0.2519,2.5584,3.3904,0.4198,0.0784,-2.7264,0.6703,55,0,53
1388,8,211,4,34,34,0.0951,-0.07,-0.0742,0.1973,0.4198,0.0784,-2.7264,0.6703,55,0,53
1389,9,-211,2,35,36,-0.1401,0.2911,0.1851,0.3976,0.3098,0.0601,-2.9342,0.0764,55,0,53
1390,10,4224,2,13,14,-0.621,0.2681,1.3325,2.9126,0.3098,0.0601,-2.9342,0.0764,55,0,53
1391,11,-323,2,23,24,0.3115,-0.5324,0.3876,1.1819,0.3098,0.0601,-2.9342,0.0764,55,0,53
1392,12,-3222,2,37,38,0.2143,-0.0856,0.432,1.2863,0.3098,0.0601,-2.9342,0.0764,55,0,53
1393,13,4122,10,15,16,-0.5329,0.184,1.0587,2.582,0.3098,0.0601,-2.9342,0.0764,55,0,53
1394,14,211,10,39,39,-0.0881,0.0841,0.2739,0.3306,0.3098,0.0601,-2.9342,0.0764,55,0,53
1395,15,2214,13,17,18,-0.5684,-0.1626,0.7825,1.5831,0.3074,0.0609,-2.9295,0.0878,55,0,53
1396,16,-313,13,21,22,0.0355,0.3466,0.2761,0.9989,0.3074,0.0609,-2.9295,0.0878,55,0,53
1397,17,2212,15,-1,-1,-0.2065,-0.2117,0.6072,1.1561,0.3074,0.0609,-2.9295,0.0878,55,0,53
1398,18,111,15,19,20,-0.3619,0.0491,0.1753,0.427,0.3074,0.0609,-2.9295,0.0878,55,0,53
1399,19,22,18,-1,-1,-0.1248,-0.0302,0.1088,0.1683,0.3074,0.0609,-2.9295,0.0878,55,0,53
1400,20,22,18,-1,-1,-0.2371,0.0793,0.0665,0.2587,0.3074,0.0609,-2.9295,0.0878,55,0,53
1401,21,-321,16,40,40,0.0442,0.1916,0.4734,0.7117,0.3074,0.0609,-2.9295,0.0878,55,0,53
1402,22,211,16,41,42,-0.0087,0.155,-0.1972,0.2872,0.3074,0.0609,-2.9295,0.0878,55,0,53
1403,23,-311,11,25,25,0.0215,-0.5514,0.4271,0.8571,0.3098,0.0601,-2.9342,0.0764,55,0,53
1404,24,-211,11,43,49,0.2901,0.019,-0.0395,0.3249,0.3098,0.0601,-2.9342,0.0764,55,0,53
1405,25,130,23,50,51,0.0215,-0.5514,0.4271,0.8571,0.3098,0.0601,-2.9342,0.0764,55,0,53
1406,0,300553,-1,1,2,0.1759,0,4.4966,11.494,0.4421,0.0694,-2.1143,-0.3441,55,0,54
1407,1,521,0,3,4,0.3163,0.1166,2.4404,5.8256,0.4421,0.0694,-2.1143,-0.3441,55,0,54
1408,2,-521,0,9,11,-0.1404,-0.1166,2.0562,5.6683,0.4421,0.0694,-2.1143,-0.3441,55,0,54
